"referenceId","Bodega","SKU","Entry ID","Fecha de entrada","Fecha de vencimiento","Inv Entra","Inv Vendido","Inv en Transito","Inv Dañado","Inv Destruido","Inv Donado","Inv Mercadeo","Inv Ajustado","Inv Disponible","Precio Unidad","Vence en","Días de Inv","En Bodega"
"2009","Moliexpress",Pollos El Bucanero,42742,9,,0,,,,,,,,,1345,,,
"2010","Moliexpres Napolitana ",Pollos El Bucanero,42022,9,,0,,,,,,,,,1429,,,
"2011","Moliexpres Parrilla ",Pollos El Bucanero,42032,9,,0,,,,,,,,,1429,,,
"2012","Cerveza Heineken",Quick,8712000900663,2,,0,,,,,,,,,3000,,,
"2013","Pañal Huggies Natural Care ",Altipal,7702425535121,11,,0,,,,,,,,,23115,,,
"2014","Pañal Huggies Natural",Altipal,7702425800274,11,,0,,,,,,,,,22002,,,
"2015","Pañal Huggies Natural Care",Altipal,7794626007149,11,,0,,,,,,,,,8748,,,
"2016","Pañal Pants Huggies Up & Go ",Altipal,7751493004619,11,,0,,,,,,,,,19833,,,
"2017","Toallita Húmeda Huggies Active Fresh ",Altipal,7896018700628,11,,0,,,,,,,,,3763,,,
"2018","Toallita Húmeda Huggies Active Fresh",Altipal,7702425551916,11,,0,,,,,,,,,4251,,,
"2019","Toallita Húmeda Huggies One&Done Flip Top",Altipal,7702425803855,11,,0,,,,,,,,,13323,,,
"2026","Papel Higiénico Kleenex Supreme  ",Altipal,7702425547735,11,,0,,,,,,,,,12126,,,
"2027","Papel Higiénico Scott Jumbo ",Altipal,7702425550490,11,,0,,,,,,,,,618,,,
"2028","Papel Higiénico Scott Mega ",Altipal,7702425542600,11,,0,,,,,,,,,10058,,,
"2029","Papel Higiénico Scott Maxi Rollo",Altipal,7702425550612,11,,0,,,,,,,,,12410,,,
"2030","Papel Higiénico Scott Plus Mega ",Altipal,7702425522534,11,,0,,,,,,,,,12182,,,
"2031","Papel Higiénico Scott Rindemax ",Altipal,7702425801233,11,,0,,,,,,,,,3779,,,
"2032","Papel Higiénico Scott Rindemax",Altipal,7702425801240,11,,0,,,,,,,,,3705,,,
"2033","Papel Higiénico Scott Jumbo ",Altipal,7702425550568,11,,0,,,,,,,,,2971,,,
"2034","Papel Higiénico Scott Jumbo ",Altipal,7702425550643,11,,0,,,,,,,,,8733,,,
"2035","Papel Higiénico Scott Jumbo",Altipal,7702425550537,11,,0,,,,,,,,,9203,,,
"2036","Papel Higiénico Scott Rindemax",Altipal,7702425801769,11,,0,,,,,,,,,995,,,
"2041","Huevos Santa Anita Tipo A Rojo",Santa Anita Nápoles,7706772100513,6,,0,,,,,,,,,8400,,,
"2042","Huevo Santa Anita  Rojo ",Santa Anita Nápoles,7706772100506,6,,0,,,,,,,,,8800,,,
"2043","Huevos Santa Anita Anita Rojo ",Santa Anita Nápoles,7706772100520,6,,0,,,,,,,,,8000,,,
"2044","Huevos Santa Anita Rojo",Santa Anita Nápoles,7706772301019,6,,0,,,,,,,,,4800,,,
"2045","Huevos Santa Anita Rojo",Santa Anita Nápoles,7706772201012,6,,0,,,,,,,,,4960,,,
"2046","Aceite de Soya Bonlife ",Organización Cardenas,bonl0001,7,,0,,,,,,,,,3893,,,
"2047","Aceite de Soya Bonlife",Organización Cardenas,bonl0002,7,,0,,,,,,,,,7724,,,
"2048","Aceite de Soya Bonlife",Organización Cardenas,bonl0003,7,,0,,,,,,,,,1235,,,
"2049","Aceite de Soya Bonlife",Organización Cardenas,bonl0004,7,,0,,,,,,,,,11453,,,
"2050","Aceite de Soya  Bonlife",Organización Cardenas,bonl0005,7,,0,,,,,,,,,18869,,,
"2051","Aceite de Soya Bonlife ",Organización Cardenas,bonl0006,7,,0,,,,,,,,,2110,,,
"2052","Aceite de Soya Bonlife Bidón  ",Organización Cardenas,bonl0007,7,,0,,,,,,,,,68745,,,
"2053","Aceite Vegetal Sabrosoni Soya",Organización Cardenas,sabr0001,7,,0,,,,,,,,,729,,,
"2054","Aceite Vegetal Sabrosoni ",Organización Cardenas,sabr0002,7,,0,,,,,,,,,7021,,,
"2055","Aceite Vegetal Sabrosoni",Organización Cardenas,sabr0003,7,,0,,,,,,,,,1147,,,
"2056","Aceite Vegetal Sabrosoni",Organización Cardenas,sabr0004,7,,0,,,,,,,,,10411,,,
"2057","Aceite Vegetal Sabrosoni ",Organización Cardenas,sabr0005,7,,0,,,,,,,,,17153,,,
"2058","Aceite Vegetal  Sabrosoni",Organización Cardenas,sabr0006,7,,0,,,,,,,,,1919,,,
"2059","Aceite Vegetal Sabrosoni",Organización Cardenas,sabr0007,7,,0,,,,,,,,,3538,,,
"2060","Arroz Blanco Maritza ",Organización Cardenas,mari0001,7,,0,,,,,,,,,1167,,,
"2061","Arveja Maritza  Aamarilla",Organización Cardenas,mari0002,7,,0,,,,,,,,,18311,,,
"2062","Arveja  Maritza Amarilla  ",Organización Cardenas,mari0003,7,,0,,,,,,,,,801,,,
"2063","Arveja Maritza Verdeseca ",Organización Cardenas,mari0004,7,,0,,,,,,,,,23391,,,
"2065","Atun Mediterraneo Lomito Aceite",Organización Cardenas,medi0001,7,,0,,,,,,,,,3164,,,
"2066","Atún Mediterraneo Lomito Agua ",Organización Cardenas,medi0002,7,,0,,,,,,,,,3038,,,
"2067","Atún Mediterraneo Rallado Aceite ",Organización Cardenas,medi0003,7,,0,,,,,,,,,1856,,,
"2070","Avena Instantánea de la  Abuela Arequipe",Organización Cardenas,abue0003,7,,0,,,,,,,,,1470,,,
"2071","Avena Instantánea de la Abuela Fresa",Organización Cardenas,abue0004,7,,0,,,,,,,,,1470,,,
"2072","Avena Instantánea de la  Abuela Vainilla",Organización Cardenas,abue0005,7,,0,,,,,,,,,1470,,,
"2073","Avena Molida de la  Abuela  ",Organización Cardenas,abue0006,7,,0,,,,,,,,,1199,,,
"2074","Avena Molida de la  Abuela  ",Organización Cardenas,abue0007,7,,0,,,,,,,,,2277,,,
"2075","Buñuelos de la  Abuela ",Organización Cardenas,abue0008,8,,0,,,,,,,,,3153,,,
"2076","Cebada Perlada de la  Abuela  ",Organización Cardenas,abue0009,7,,0,,,,,,,,,1308,,,
"2078","Croquetas Superdog Adulto 800gr",Organización Cardenas,osup0001,8,,0,,,,,,,,,1751,,,
"2079","Croquetas Superdog Adulto 30Kg",Organización Cardenas,osup0002,8,,0,,,,,,,,,62460,,,
"2080","Cuchuco de Cebada de la  Abuela  ",Organización Cardenas,abue0015,8,,0,,,,,,,,,1308,,,
"2081","Cuchuco de Maiz de la  Abuela ",Organización Cardenas,abue0016,8,,0,,,,,,,,,948,,,
"2082","Cuchuco de Trigo de la  Abuela  ",Organización Cardenas,abue0017,8,,0,,,,,,,,,948,,,
"2083","Fécula de la  Abuela  ",Organización Cardenas,abue0018,8,,0,,,,,,,,,2678,,,
"2084","Fecula de la  Abuela Arequipe",Organización Cardenas,abue0019,8,,0,,,,,,,,,2678,,,
"2085","Fecula de la Abuela Fresa ",Organización Cardenas,abue0020,8,,0,,,,,,,,,2678,,,
"2086","Fecula de la Abuela Vainilla ",Organización Cardenas,abue0021,8,,0,,,,,,,,,2678,,,
"2087","Frijol Maritza Bola Roja 12,5 Kg",Organización Cardenas,mari0006,8,,0,,,,,,,,,85260,,,
"2088","Frijol Maritza Bola Roja 500 gr",Organización Cardenas,mari0007,8,,0,,,,,,,,,3611,,,
"2089","Frijol Maritza Cargamento  12,5 Kg",Organización Cardenas,mari0008,8,,0,,,,,,,,,79660,,,
"2090","Replica - Air pods",Grupo CJR,aud0001,5,,0,,,,,,,,,240000,,,
